post_id,post_description
4554,"@user Apparently, once removed from packaging, you can see the strategically placed bloodied hole in the middle of that one."
4555,@user @user Idc if I’m the last or first. I’m tired of seeing you complain and bitch and that whole rape…
4556,"@user Yeah, you would probably want to do that, as most mobos don’t default to using the highest ram frequency supported."
4557,#NorthKorea is going to 'denuclearize' just like #Mexico is going to pay for the #Wall. Both pronouncements are examples of @user hot air. #ImmigrationReform @user @user
4558,"No driver's license, no photo ID? Philadelphia will issue municipal ID cards starting next year -- help for undocumented immigrants, homeless, domestic violence survivors, and more. But city plans to market to everyone @user"
4559,@user Thank you Lil bro bitch skank thot!😂🤘🏾🤘🏾🤘🏾🤘🏾
4560,"This bitch always want us to do work that ain’t even for a grade. Hoe, a bitch don’t do this for our health."
4561,When someone ugly tells you they're out of your league
4562,"@user I prefer animation like LT myself but, if you ever do watch RAM, I suggest watching the first 2 seasons &; skip the lamer 3rd season."
4563,@user @user @user What a skank lolol you wake up waiting for me to tweet lolol pathetic lol 😂😂👍😂👍
4564,"Hear from some of the victims of Algeria's unlawful mass summary deportation of 1000s of migrants, many of whom are being dumped mercilessly in the scorching desert on the Niger border @user"
4565,Labour has mishandled cases of antisemitism. Conservative party is run by a vicar's daughter who organised a van to drive around telling immigrants to 'go home' and openly supports UKIP and DUP racism and thuggery.I don't see an equivalence.
4566,"@user Mike I don't know you from a hole in the wall you're a businessman either way you can't lose, but…"
4567,"Retweeted Erisios StopTTIPCETA (@everian777): Not all men are bad, nor all women are bad. but the evil and good is It's behind a decision."
4568,@user But we do need to teach our boys to Respect and Protect our women not harass rape beat and belittle them
4569,I have no desire to even communicate with chicks that have bf's. You might as well be a rock cuz there's no point talking to you #WomenSuck
4570,@user Pl save Delhi from becoming a SLUM CITY&amp;hub of illegal migrants.Pl take LG help in removing encroachments&amp;eviction of IMs
4571,"Corey Lewandowski #Democrats didnt complain when Obama Prosecuted 500,000 llegals and Seperated Families after all @user said he wouldn't pass a bill to help those migrant kids BUT HE WILL USE THE SH^T OUT OF THEM TO RAISE $$$ Dems #FamiliesBelongTogether Scam #Trump #MAGA"
4572,SO you hoes and that cunt can have it..
4573,"greatest threat’ to Austrian security, says top military figure.EU and Europe bitterly dividedðŸ‘‰major confrontations between the two.Nothing more counterproductive than “centers” on European territory or euro bribes for migrants.#Visegrad #V4"
4574,When you've run out of kids to pimp out and you gotta figure out what to do with your life
4575,"@user @user reminds me of the annoying bitch cunt from school that first touches you and when you give it back ,accuses you of assault"
4576,"Of course the Toronto attack is a cover up! God forbid the public know what chaos, terror &amp; destruction CULT Muslims are   ACTUALLY bringing into our countries by the thousands! Papers say “poor Muslim immigrants!” I say “ poor citizens that built these countries”! #SendThemBack"
4577,"Immigrant children say they were beaten, kept naked in cells and tied to chairs at center - NY Daily News"
4578,The real truth is after Cologne and in the Nordic countries and Others no one trusts any refugees a better life for them doesn't mean 1. 4 u
4579,@user I like it! I'm 100% sure you are an irrelevant skank who's granddad was a #Nazi #Correct? Nope th…
4580,This is why I hate people
4581,Who's gonna fight in our next war? AP Report: U.S. Army is quietly discharging immigrant recruits
4582,"When will #WeThePeople have enough of #CAIR & Muslims in our America? They came here not to assimilate, but to spread their vile Sharia Law, they need to #SendThemBack no one is above our #Constitution our laws. @user close this down! Let them have not another inch!"
4583,But hey he's also the nigga that goes 'Not all men' when women are talking about how sexual abuse traumatizes them so it's expected
4584,l killed Lucy it was a accident it was at 7.30pm after my TV got so bored it conked out Jane's not not a immigrants hidden in her handbag
4585,"@user @user Mate, as a North Easterner you're of Norwegian descent. The fuck you doing in England, trying to influence Swedish politics? #stoptheinvasion"
4586,@user mmm perfect body and so am i am now come here girl i got a big cock for u to play with ;)
4587,"The people that PRETEND to have compassion and caring for these ""children"" migrants (Most are adults), could care less all the children murdered by Western ""intervention"" (aka invasions). BEWARE OF LIBERALS BEARING COMPASSION"
4588,"Join us this Saturday for a free, two-hour workshop to learn how to use Stories in your advocacy activities. Prepare yourself with skills to help you advocate for any issues relevant to refugees and immigrants, or any issue important to you. Sign up today!"
4589,@user ur cunt would be so wet as I fucked ur slut holes x
4590,@user @user @user Her husband hardly raped a woman his affair was consensual not fucking rape you stupid stupid girl @user
4591,"Umm, what just happened: Ivanka Trump says the media is not ""the enemy of the people"" and she was “vehemently against” separating children from parents at the border, calling that a low point of her White House tenure.  …"
4592,August 18 11 am - 3 pm in Newton Surrey..I am organizing a block party for 150 low income and immigrant children. I am looking for any supports possible. My grant from Vancouver Foundation covers live music $100.00 and $100.00 for art supplies$300.00 toward food/juices/deserts.
4593,"Today is #WorldRefugeeDay, a day to honor families and individuals around the world who have been forced to flee their homes in search of safety.To make a difference for refugees today, donate or become a fundraiser to help refugees in the U.S. âž"
4594,@user @user Lol you need to slag him off some more if it makes him bang em in like that
4595,Why do women have periods? Because they deserve them
4596,"@user I care , fuck that stupid bitch who quoted this saying nobody cares"
4597,I don’t appreciate getting called a slut a whore and a cunt for just taking you off Snapchat ur telling me 2grow up no sweetie you need too
4598,Exactly. These migrants don’t want to become German; they just want the hard-earned money of the Getman people. They are not fleeing persecution. #Sendthemback
4599,When you like her but the pussy is just a little loose for your liking
4600,"📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men..."
4601,@user @user should pay trump the pimp #10 million 2 resign!Trump would take it !He pimped US democracy 2Putin!trump’s a whore 4💰
4602,My favorite DM is the one I have between both my accounts... It's where I @ people to block them... And I send myself dick pics
4603,how small a cock do you have to have to park sideways in the Tesco car park?? Flexing your Ford Focus lol
4604,Gels getting overly emotional about things that don't matter? Color me shocked! #WomenSuck
4605,"I don't eat pineapple, wtf do I care what my nut tastes like, that's your problem not mine"
4606,Illegal aliens STRANGLED DOGS on the Texas border. #BuildThatWall
4607,@user stupid cunt.
4608,"The imminent threat for Rohingya refugees is the likelihood that the Cox’s Bazar area will be hit by a cyclone or comparable high winds and storm-surge flooding,"
4609,@user @user @user @user Mass immigration for one
4610,U.N. pact offers hope to world's climate migrants #WithRefugees #climatechange @user @user @user @user @user @user
4611,The Supreme Court decided to sidestep an abortion dispute between the Trump administration and ACLU lawyers over a young immigrant woman who ended her pregnancy via  @user
4612,'Y'all are fucked up man. You wouldn't be doin this shit if I was white!'
4613,You have a new guy every week.... I don't even floss that often. You have a fucking problem #WomenSuck
4614,"@user @user I was specifically on her side, 'cunt' was directed against the woman who compared b…"
4615,@user @user @user @user @user @user @user @user @user @user @user #SundayMotivation #MAGA with President Trump is enoughof a Reason Obama & Nike are an added Bonus#FoLLoW @user
4616,This is the only time I feel safe leaving my phone face up
4617,@user Probably because they feel helpless to stop the mass immigration that the Nation's Elites have orchestrated against their own people. Those responsible for open border policies AND the complicit MEDIA (and those that run it) should be hel
4618,"I miss u bUT ALSO FUCK U, CUNT WHORE BITCH"
4619,@user Must stop &amp;deport illegal migrants.India tops the list in the world for having Max foreigners with expired VISAS
4620,@user i used a belt to close my whore ass around it and hold it deep in place ♡♡♡♡ my cunt is throbbing like a massive knot is in me
4621,"In the next two weeks we will have 2 new refugee families arriving in Chicago! We need another Good Neighbor Team to commit to welcome and support them in their first 4 months. If you and a group of your friends or family are ready to serve in this way, emailÂ Rsheehy@wr.org"
4622,Fuck yeah kunt! Love you my dawg! 😈
4623,When she's a squirter but you bout that life
4624,"Thank you for the birthday wishes! And for everyone who donated to help the immigrant children a horrible limbo right now. I was lucky enough to spend the day with people I love, including my own children. Ty ❤❤❤"
4625,The German Government Pays for 3 Week Vacation for Refugees to Go Home To the very places they are seekibg asylum from...
4626,@user Bishop Schneider: mass migration a plan to undermine identity
4627,Hundreds of immigrant children are still separated from their parents but the Trump admin thinks that sounds like a personal problem:   They filed a court doc Thursday arguing that ACLU attorneys should be the ones to try find the missing parents that were deported w/o their kids
4628,"@user Woman ,you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are !!!"
4629,Ok it's not okay to call a girl a bitch and slut especially when she's been your friend for years. Fuck you.
4630,"Pompeo, at U.N., Says North Korean Leader Must Keep Vow to Denuclearize"
4631,Sudan - Christian children 'forced to recite Islamic prayers' in order to receive food in Sudan refugee camps....
4632,"Murderers, rapists, pedophiles among illegal aliens escaping ICE in Oakland raid thanks to Dem mayor's Twitter alert #ProgressivePolicies #StopTheInvasion #TheICEManCometh #ThereIsMoreOfThemOutThere #UncheckedProgressivism"
4633,‘žWestern/Eastern Europe difference in approach to migration comes from Eastern lack of colonial pastand associated sense of guilt”:@Historionome
4634,so my Chloe don't want to see me win she unfollowed because I made a post i HIT 100 FOLLOWERS and then she unfollowed me bitch fuck u whore
4635,Nigga hatin on me you pussy boy dont start it
4636,Stfu you taking all this shit and I still make more money than you do you broken depression pussy ass bitch
4637,District Judge Dana Sabraw slams administration for saying that immigrant advocacy groups-not the government-should be responsible for tracking down the more than 500 parents it separated from their children &amp; deported without them.  #KeepFamiliesTogether
4638,My hobbies include teaching hard lessons ☺️
4639,"And, last but not the least. That NRC issue is a political gimmick. No real action would be taken. No illegal immigrants are going to be deported. Go home.It's an AM : PM tiki taka !You are free to dance like a monkey, from either side."
4640,"How many Somali refugees has the US admitted since 1983? via @user           Depressing,these people never assimilate , their islamic religion forbids it."
4641,Texas should exercise its full state powers to make sure that immigrant children in federal detention are treated humanely.
4642,"Anyone know who to #BuildThatWall?Lets meet down tere and get started before the flood reaches us.#MAGA2018If you dont vote Republican, your a damn communist, baby killing snowflake."
4643,#Kakuma #refugees team up for a growing business #WithRefugees via @user @user @user @user @user @user
4644,@user @user @user Loved your article. Thanks for amplifying the voices of some of the many refugees in Jordan!
4645,The intersection of immoral #immigration enforcement and an unfair #CampaignFInance system. Justice and fairness ought to be nonpartisan ideals.
4646,When a clingy mutha fucka keeps tryna touch you
4647,WTH??? Sent them back home and DON'T let them back into Europe!  The German Government Pays for 3 Week Vacation for Refugees to Go Home (?)
4648,Who knows how many migrants and refugees might prove to be vital to God’s unfolding story of grace.
4649,ðŸ‡²ðŸ‡¦#Morocco : a desire to counselling African illegal #migrants not to risking their lives for reaching #Europe ðŸ‡ªðŸ‡ºhttps://t.co/oqmIcku2Lb
4650,"@user ""Illegal Immigrants Distort Congressional Representation and Federal Programs""https://t.co/ZCK1SocxlB"
4651,Economic growth via immigration shifts wealth from young people towards older people by flooding market with cheap foreign labor. It spikes profits &amp; stocks by cutting salaries for manual &amp; skilled labor offered by blue-collar and white-collar employees
4652,He should get the full prison term when found quilty #Trump #MAGA #Immigration via @user
4653,"@user Just watched the video, I thought Candace’s behaviour was shocking. The woman is hysterical, you did well Blaire."
4654,"Many #refugees fleeing genocide in #Sudan have been languishing for years in Israel, with courts reluctant to grant residency."
4655,"@user @user Actually NO! The privilege is with the person lucky enough to be granted the visa. UK can, and does, attract millions upon millions of would be economic migrants. Fair play to the guy getting the visa originally, now the time for hi"
4656,"But anyway my point is - men don't lose sleep wishing they were Nicer like other men are. Women do. Try not to, I'm not saying be a cunt"
4657,1956 America Still Had God...: via @user  beneath the cross of Jesus...what would wash away my sin Jesus Blood...
4658,"When a woman says shes a fan of a certain sport &/or team & you berate & quiz her incessantly on players/stats just to make her feel stupid and basically to prove her wrong, youre a fuckin ass hole Women are allowed to enjoy sports without knowin all the specifics. Fuck off"
4659,"Legal Fellow, Priyanka Bhatt...according to the SCOTUS, immigrant detention isn’t meant to be punitive, yet this facility perpetrates human rights violations. #ShutDownACDC #AbolishICE #InsideAtlantasImmigrantCages"
4660,#Philippines backs 'long-overdue' UN migration pact #UnitedStates #UnitedNations
4661,When she's rockin roast beef so you decide to play with it
4662,This cunt with a dick @user is a perpetual race whore who wouldn't know an historical fact if her pathetic life depended on it 😉🖕✊
4663,Why did God create lesbians? So feminists couldn't breed
4664,Four activists held in France for escorting migrants over border
4665,Also just because a woman has been drinking is not a invitation to rape. #MeToo
4666,I like to play a game called 'what idiots that I can't stand is FB gonna suggest I friend today'
4667,You and your girlfriend can easily eat my ass bitch.
4668,We wondered about Nelson’s claim that parents in detention were being charged as much as $8 a minute to call their children. Nelson’s office pointed to media reports ... But U.S. Immigration and Customs Enforcement rebuked those claims. @user
4669,@user Stop imigration from all muslim countries !
4670,"Why wasn't this addressed between 2009 and 2014?""The ACLU released a report, based on 30,000 pages of documents obtained through the Freedom of Information Act, that described hundreds of cases of abuse of immigrant children in US custody between 2009 and 2014."""
4671,White House wants to make it harder for legal migrants to be citizens via @user  GOOD!!! ONLY THE BEST!! Welfare leeches Go back home!!!
4672,@user @user That cunt ass hoe recording can get fox news’d 2
4673,@user Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .…
4674,@user sad is the night of tears where darkness hides the arms of the innocence are we so afraid to say no to migration ransomed noway
4675,@user Then please hurry you have only 386 days left to build Shree Ram's Temple &; a hospital across Saryu.
4676,@user @user @user Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍
4677,"Fleeing for their lives, migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS via @user"
4678,I hate playing never have I ever cause I have
4679,"@user You need to tell this to #ElinErsson who is busy protesting the deportation of Afghans out of Sweden. These SJW never protest the invasions into Middle East, yet they want to bring all the ""refugees"" in. Something seriously wrong in their"
4680,Watch: French Police Remove Hundreds of illegal immigrants from cathedral near Paris - Free Speech Time - @user
4681,"Hollywood women would be whores and crack addicts. When caught, they were raped. That is their story."
4682,@user @user Girl or not if I saw that I'd knock the cunt out! How dare you hurt a child like that. Fucking sick twisted bitch
4683,What happens when you shut off their supply at the border?
4684,@user @user @user Is a millionaire #snowflake that never had to live around the immigrants he championed! He like all the #snowflake politicians is a hypocrite
4685,"Chris Hayes' show tonight could not be bothered to address the @user breaking story on sexual abuse of immigrant boys.This is why cable network TV simply can't be trusted.I wish PBS would create a ""ProPublica Hour"" TV broadcast. (Maybe there is such a program regionally)"
4686,I was watching a fight on Facebook that was edited and the one bitch got hit so many times they said “combo whore” 💀
4687,"You're fucking hysterical, I don't know if I've ever been in a ts channel with you where I was laughing my ass off,…"
4688,Idgaf bout not 1 bitch lol yall hoes can die & i promise I won't b at the funeral 😂😂💯
4689,"@user Women in domestic home and poor women in run-down areas far more at risk of rape, murder and assault…"
4690,"VIDEO-Hey #DemocRats didnt Protest when Obama Separated 90,000 Migrant Kids! Criminals in the U.S are separated from their kids when they go to Prison Every Day in the U.S  Where is the Protest ! FAKE #FamiliesBelongTogetherMarch #Trump #MAGA #RedNationRising #immigration2018"
4691,@user @user Oh wow what a ugly skank you are
4692,True If @user loses midterms it will be because they failed to Keep Their Promises - #RepealObamacare #BuildTheWall #NoAmnesty #NoDACAdeal #EndChainMigration #MandateEverify
4693,"Hundreds of Burundian refugees in Mahama camp in Rwanda, showed up to register for vocational training at @user Elite Center. If you wish to help, see howðŸ‘‡ðŸ¿. #Burundi"
4694,@user Its just a drill and nobody was badly hurt I heard.
4695,@user Bitch Biggs ass hole
4696,"Is #repatriation plan only ""a public relations play"" to hide the fact that #Myanmar hasn't taken measures to ensure safe and sustainable returns for #Rohingya? @user @user @user @user @user @user @user @user @user"
4697,@user @user stop w 'we have to worry about the children' No we do not-many R >20yrs old Go home and make your country better or enter ours legally #NoDACA we can't afford them
4698,@user I support the SNP not on migration be warned that Sturgeon does not have the the finger on the pulse and feeling of Scots
4699,I like people that don't say hi when they walk by... Those are my kind of people
4700,"Would you dare be the girl that gets added and removed on snap by a lad with a girlfriend everytime they have an argument, nah skank"
4701,"wild RT @user HIV-positive shelter worker sexually abused 9 teen immigrant boys, authorities say #10TV"
4702,Illegal Alien With Long Criminal Record Murdered Man In North Carolina via @user #EnforceUSLaws#EndDaca #BanSanctuaryCities#KeepAmericansSafe
4703,The woman that accused Nelly of rape says the system has failed her.
4704,African migrant who abused four boys in France says 'it's normal' in his country to kiss a teenager's genitals
4705,@user should fire @user NOW for calling @user a whore! He can't stand strong black women
4706,Spain: Socialist ruling party wants to give migrants the right to vote
4707,@user @user @user Golf? You want to compare time spent on golf? THAT. IS HYSTERICAL.
4708,@user  Fake News it is not a new Stephen Miller Rule. the Public Charge rule has been part of the U.S #Immigration law  since 1882.  Why Should  U.S Taxpayers give Welfare to Immigrants and import the World's poor  ! #Veterans  #Trump #MAGA
4709,more worried about your skank ass girlfriend than your own kids i see your true priorities
4710,"Dear people... before you bitch about a black Superman, please do a bit of reading and then stfukthxbai"
4711,70% of Credible Fear Migrants Caught By Border Patrol Once Released into the U.S they never file Asylum ICE has to find them amd deport     #RedNationRising #Trump #MAGA  Illegal's #StopAsylumScam  Illegal #FamiliesBelongTogether in their Country Not the U.S Stop #immigration
4712,"@user Never forget, the perpetrators of 911 SHOULD NOT HAVE BEEN IN THE USA. #BuildThatWall"
4713,Aug 5-8  Immigrant Arts &amp; Women’s Empowerment Summit  @user is hosting its second annual summit featuring distinguished artists and presenters from the tapestry of arts and cultural organizations that enrich our country.
4714,"With little or no access to education, #Rohingya children are at risk of becoming a ""lost generation."" Access to education is a critical issue for all #refugee populations. (@irinnews)"
4715,"Idiot Ivanka worse than her lying father! Accuses immigrant parents of being  responsible for her father's placing kids in kennels, abusing, killing these kids. #incrediblystupid"
4716,Tunisian Immigrant Murders Polish Man - Rioting Ensues via @user
4717,"Green tried to prevent a plane from leaving w-migrant to be deported on board. Unlike in Sweden, the activist was promptly arrested &amp; the plane departed.Finland took action to control events instead of allowing “activists” to control them.#Visegrad #V4"
4718,Today's immigrants are tomorrow's Irish @user @user @user
4719,Watch: Pakistani migrant sits next to a Swedish woman and starts harassing her for no reason - Free Speech Time - @user
4720,"What's the difference between your wife and your job? After 5 years, your job still sucks"
4721,We must continue lifting our voices for a moral and compassionate immigration system that does not criminalize asylum seekers or rip children from their families. #FamiliesBelongTogether.
4722,'this bitch won't stop riding his dick' LMFAO
4723,Corporate whore meets confident slut. Wants & desires here @user
4724,"Our latest story about Chicago's shelters for immigrant children -- with important, disturbing new information --  is now up in Spanish. And you can read it here in English, too:"
4725,Talent- Making people feel way more comfortable with me than they should be
4726,Apparently 'fuck off and die you stupid cunt' with no prior engagement is within twitter rules. I bet @user would disagree if i tweeted that
4727,Kanye got the whole family dressin like the trashy whores they are
4728,Police officer and her family infected with highly contagious skin disease at Spanish migrant shelter
4729,fuck cunts tellin ppl w strtched ears that theyll 'learn from their mistakes' BITCH IT AINT A MISTAKE IF THEY FEEL BEAUTIFUL DOING IT FUCKU
4730,"Democrats claim I need more diversity and hate immigrants. My immigrant friends from Ukraine, Belarus and Cuba all say Democrats promote the socialism  that they immigrated  to escape. Hmmm. Who knows best?  Survivors of socialism or the people who openly hate me and my country?"
4731,"Drake- I love you, we should date Rihanna the savage-"
4732,"Ima make her h20, out her pussy hole"
4733,"Looked at pictures from America 1940s wondering what the hell happened to my country ðŸ˜¥ðŸ‡ºðŸ‡¸. Women use to be classy, LGBT degeneracy was bashed, immigration was only prowhite, white men fought for us, women respected the patriarchy, traditionalism was promoted. We need to #MAGA"
4734,"On 8/5, @user greeted community leaders at the Pakistani Independence Parade. The well-being of our immigrant communities is essential to the economic, social &amp; cultural fabric of NYC. To be a NYer is to be prideful of the diversity found in the greatest city in the world."
4735,Tory's true colours shining through as he rehires alt-right talking campaign manager Nick Kouvalis.
4736,Shoutout to all the ladies that fuck with their vaginas and not their emotions... You bitches are my fucking favorite
4737,"Bitches had me spending a night in jail, bitch you finna spend a night in the hospital on Lzzzzzzzz 😂😂💯💯💯💯💯💯"
4738,#Libyan Coast Guard Takes 611 Migrants Back to AfricaBUT:A spokesman for the Council of Europe stated that “no European ship can bring migrants back to Libya because it is contrary to our principles” - which are:to #DestroyEurope w/ #MuslimInvasionhttps://t.co/IcX7qyS5wn
4739,"about to tell him to get out of our house, hes so fucking racist, he thinks mumble rap, and calling a girl a skank, or someone f*g is cool."
4740,Hundreds of african and muslim migrants are INVADING Europe. The nations our ancestors built for us. Keep Europeans in prayer ðŸ™ðŸ»
4741,"@user Its the muslins, you can't object to rape in Islam, to do so is to insult Muhammed."
4742,"Dumbest user on twitter so far! Equates  not letting someone into the country illegally, to gassing Jews!&#x1f602;  #Buildthewall #BuildThatWall  #MeritBasedImmigration #DeportThemAll #DeportAllIllegals #FridayMotivation"
4743,A look at Houston's growing immigrant population: #GlobalCities #Missions
4744,Ok not all men must leave me alone! Just some annoying ones. If I'm interested in you you will know.
4745,"RT @user i personally think that men who beat women are cowards and men who rape women are stupid and full of scum, both were not rai…"
4746,@user Cause you a pimp and pimps forget
4747,"@user @user not all men are bad, but you certainly are"
4748,"Outcry Over #Immigration Policy is About Politics, Not Reality  #NoBanNoWall #Trump #MAGA #RedNationRising via @user"
4749,@user Hello??     Stop groping my nation.Schneider:  current migrant crisis “represents a plan orchestrated and  prepared for  a long time by international powers to radically alter  Christian and  national identity of European peoples.”http
4750,@user Name 1 islamic cunt -ree where muslim women can marry a non -muslim? now don't say u r only concerned about India. #LoveJihad
4751,"‘žMoscow is pressuring West into fixing the country (Syria) broken by Russia, Iran,and their client Assad regime.It is a form of blackmail: either lavish reconstruction funding on the regime or refugees won’t go home &amp; there may be more of them arriving”"
4752,"Both are dopes, who cares who wins the ""Most Hysterical Women"" award? Give it both they both worked hard for it and they both deserve it."
4753,@user But a women cheats and parties? She a hoe leave her ass. The double standard....amazing
4754,@user @user Delete these tweets you cringey cunt
4755,"@user we're not just objects that entertain you, we have feelings too! #YesAllMen"
4756,"@user @user @user I can't help suspecting it's deliberate. If we women are hysterical, conf…"
4757,"500,000+ South Koreans Sign Petition Opposing Muslim Immigration. Are they racist white supremacists too?"
4758,"OK, if you are a refugee from someplace, why are you going back at all?"
4759,North Carolina protesters decry Trump immigration policy
4760,@user And some hysterical Dem woman actually tried to defend the ad on @user Dem desperation. Fac…
4761,Finland: Poor refugees Locked In Cage after it turned out they were members of ISIS - Free Speech Time - @user
4762,"@user Best solution to bring permanent peace in Valley is to encourage migration of Sikhs,Jats&amp;Rajputs to Valley,set up business"
4763,"I'm using @user to search, filter, de-duplicate, and code #Twitter #data. running scrapes on #immigration since 2013... Another day another #realDonaldTrump tweetstorm -- or maybe it's another sort of Storm.  Try it for free for at"
4764,@user @user Charge Migrant Parents who cross the border with kids or send their kids alone to the cross the border illegally  with child abuse and deport ASAP !  #Trump #MAGA #RedNAtionRising #immigration #Boydott  Red Hen
4765,@user oh but they do. Then they go around and bitch how all women are stupid golddiggers because they went to…
4766,"If most of ur posts r abt how 'hoes', 'sluts', 'thots' or 'bitches' ain't shit, u SIR r a bitch and so is ur weak ass mom & absentee father."
4767,DUAL Cunt WHORES 1 &amp; 2 by @user @user
4768,Minnesota mainline churches going the way of the Dodo bird! via @user                        Sad days in Minnestastan...
4769,Drowned woman and child and survivor found after Libyan coastguards left them to die on migrant Â…
4770,"Imigrants demand instant housing money schooling resources and still complain Germany and Scandanavain Crime rates go up because of it the only people benefiting from immigrations is those who get jobs in Schools ,courts and other institutions who need interpreters etc taking pee"
4771,When they tell you there's no wifi
4772,"How Important is Border Security to you? Vote on a Scale of 10 to 1 HERE and make your wishes known. (10 is Extremely Important, 1 is Not Important at all.)#Border #Security #USA #Mexico #BuildTheWall #NoDACA #DeportThemAll #Immigration #ImmigrationReform #Sovereignty #Vote"
4773,@user Build a wall in a yr.  Give illegal immigrants one yr to come forward.  Make it easy for them to stay. In 1 yr crack down.
4774,International campaign calls for saving Palestinian refugees
4775,Federal judge says Trump must fully restore DACA  ABOUT TIME FOR DACA TO BE A LEGAL LAW
4776,"Trump DID HAVE a plan for the family separation policy: THE PLAN WAS TO DESTROY FAMILIES as a show of lawless cruelty, to demonstrate hatred of immigrant POC. Do not overlook or soft-peddle the intentional animosity!"
4777,"Idgaf if you want to block my chick acc. I know im a problematic bitch sometimes but WHORE, this acc is really got…"
4778,Well FHUTA (my gamertag) was just banned today and its all thanks to @user @user you pussy platoon fucks decided that FHUTA was such a bad fucking word you decided to hide it in the depths of your foreskins. I hope you get ligma and die. P.S. fuck u.
4779,Want to know what's really 'problematic' ?? Women freaking out over nothing! #triggered #idiots@
4780,@user My new hoe why the whore label im gonna call million dollars whores records labe and get mind
4781,Hey I wouldn't mind a 3 week paid vacation.
4782,#SendThemBack To Their Home Country & to Their Historical Culture in Africa. The #Migrants Appreciate Their #AfricanCulture More Than We Know. @user @user @user @user @user @user
4783,@user More guts than anyone in the GOP. Hysterical woman quote is so pathetically sexist especially coming from one (jury out on that one).
4784,Clint Eastwood Casts American Real Life Heroes in Next Film…
4785,92% of foreign nationals in federal prisons are illegal aliens #SecureTheBorder #StopTheInvasion
4786,@user @user Never OK. It's just that women complaining were seen as hysterical or delusional while men were…
4787,That bitch is a Grade A whore!
4788,U.S. government looking for new places to house detained #immigrant families - follow along as we #FOIA to keep track of the ever-expanding for-profit industry
4789,@user @user String him up to show the message that you will pay for your crimes in a COUNTRY where you are NOT supposed to be in!#BuildThatWall We are losing our legal citizens to those who should not be here in the first place! If they we
4790,"Would this, then, stop immigration from southern countries who's people cast votes in our elections without being actual US citizens?"
4791,@user Dear Murty please do not give players new contracts unto the end of the season as they are not worth it you broke your own rules still sign Hardie hes good
4792,"We need to watch our southern border not only for ""traditional"" illegal immigrants, but for the growing threat of..."
4793,@user shes illegal. She admits it- why is she not deported? Why must we wait until AFTER they maim or kill before you deport?? #NoDACA #DeportThemAll
4794,HAPPY BIRTHDAY YOU SKANK @user
4795,@user yeah the stupid bitch
4796,@user Garth crooks is a stupid fat Ozil looking cunt
4797,@user could you try this on for me? #feminismiscancer
4798,Wasn't this a Harpo Marx comedy routine?
4799,A legal immigrant that makes perfect sense on this issue! America first for all Americans! If I lived in California I’d vote for this proud American! Best of luck to him succeeding in his stance for...
4800,AINT LOVING THESE HOES THEY GARBAGE THATS NOT MY BABY LIKE MAURY LIL BITTY BITCH STOP CALLIN
4801,Me
4802,slut - derogatory term for a female who will fuck anyone for free ≠ whore - derogatory term for someone who fucks for money. just sayin.
4803,"Raheem Kasam, “Incredible reports out of Germany about “commandos” foiling a terror plot by a Muslim migrant who had been stockpiling ricin for a shrapnel-packed..."
4804,"@user @user @user @user BUILD THE WALL - yesterday was too late for too many Americans. How many yesterdays are going to pass while invaders walk into our country costing us welfare, our schools & colleges, our housing, jobs, ou"
4805,I need some new Atl hoes for the summer... Where the Atl bitches at
4806,Will never spend one more dime using @user     rather go by balloon than United Socialist Airlines .. think they would fly combat VET's for free coming home from War.. 😠
4807,@user the [clean] version dubs out the line 'such a fucking hoe' for 'such a filthy whore' which i swear 2 god is actually more offensive
4808,it's when you get called a cunt 45 times a day for simply existing as a woman who dares to have her own youtube account.
4809,"@user @user @user NO Thank You! Selling out Americans! Selling US jobs at all levels to ONE country! Stealing visas from other eligible nations. #noHR392Until the US gets our own countrymen back to work & boost our economy, #EndAllVisas H1B H2B"
4810,"Trump Moving to Strip Palestinians of Refugee Status: Report By Al Jazeera Kushner - allegedly pressed Jordan to strip more than two million Palestinians of their refugee status, so the UNRWA would no longer have to operate there."
4811,@user How many woman do you think willingly sucked the cock of a Hollywood producer to further their career?
4812,@user mermaids are women. Therefore they suck and have to be sacrificed #WomenSuck
4813,@user @user We needed a counter -balance for the rape apologists now? These hysterical women are…
4814,@user Its time to end Obama Illegal #DACA and Stop Rewarding Illegal I#mmigration U.S Youths need #Jobs #AmericansFirst #Trump #MAGA #RedNAtionRising #WalkAway via @user
4815,"Why women don't report rape, harassment, and abuse. Rose McGowan: ‘Hollywood blacklisted me because I got raped’"
4816,Young immigrant from Houston was detained by ICE for two months. Exactly why laws like SB4 are harmful.
4817,"Being rich ain't always popping your ass like a club hoe, but niggas alive &amp; wealthy."
4818,It doesnt matter where you go longs you bitch ass niggas and snake ass black women out of your surroundings is all that matters
4819,@user Hey illegal alien invader Hugger @user #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall
